email,current_placement,first_choice,second_choice,third_choice
user1601@example.com,Prince Mshiyeni Memorial Hospital,King Edward VIII Hospital,George Hospital,Dihlabeng Hospital
user1602@example.com,Prince Mshiyeni Memorial Hospital,Leratong Hospital,Themba Hospital,General Justice Gizenga Mpanza Hospital
user1603@example.com,Prince Mshiyeni Memorial Hospital,Job Shimankana Tabane Hospital,General Justice Gizenga Mpanza Hospital,Ermelo Hospital
user1604@example.com,Prince Mshiyeni Memorial Hospital,Cofimvaba Hospital,Livingstone Hospital,New Somerset Hospital
user1605@example.com,Prince Mshiyeni Memorial Hospital,"Ngwelezana Hospital, Empangeni",Leratong Hospital,"Madadeni Hospital, New Castle"
user1606@example.com,Prince Mshiyeni Memorial Hospital,Tambo Memorial Hospital,General Justice Gizenga Mpanza Hospital,Helen Joseph Hospital
user1607@example.com,Prince Mshiyeni Memorial Hospital,Sebokeng Hospital,Paarl Hospital,"Madadeni Hospital, New Castle"
user1608@example.com,Prince Mshiyeni Memorial Hospital,Sebokeng Hospital,Paarl Hospital,Witbank Hospital
user1609@example.com,Prince Mshiyeni Memorial Hospital,Worcester Hospital,Port Shepstone Hospital,George Hospital
user1610@example.com,Prince Mshiyeni Memorial Hospital,Port Shepstone Hospital,Livingstone Hospital,Job Shimankana Tabane Hospital
user1611@example.com,Prince Mshiyeni Memorial Hospital,"Ngwelezana Hospital, Empangeni",Leratong Hospital,Lebowakgomo Hospital
user1612@example.com,Prince Mshiyeni Memorial Hospital,Mokopane Hospital,Paarl Hospital,Leratong Hospital
user1613@example.com,Prince Mshiyeni Memorial Hospital,Mitchells Plain Hospital,Ermelo Hospital,George Hospital
user1614@example.com,Prince Mshiyeni Memorial Hospital,Tambo Memorial Hospital,Robert Mangaliso Sobukwe Hospital,Pietersburg Hospital
user1615@example.com,Prince Mshiyeni Memorial Hospital,Paarl Hospital,George Hospital,Rob Ferreira Hospital
user1616@example.com,RK Khan Hospital,Frere Hospital,Tembisa Hospital,Nelson Mandela Academic Hospital
user1617@example.com,RK Khan Hospital,Chris Hani Baragwanath Hospital,General Justice Gizenga Mpanza Hospital,Paarl Hospital
user1618@example.com,RK Khan Hospital,Port Shepstone Hospital,Leratong Hospital,Rob Ferreira Hospital
user1619@example.com,RK Khan Hospital,General Justice Gizenga Mpanza Hospital,Mokopane Hospital,King Edward VIII Hospital
user1620@example.com,RK Khan Hospital,Groote Schuur Hospital,Frere Hospital,Ermelo Hospital
user1621@example.com,RK Khan Hospital,General Justice Gizenga Mpanza Hospital,Port Shepstone Hospital,Pietersburg Hospital
user1622@example.com,RK Khan Hospital,Sebokeng Hospital,Rob Ferreira Hospital,Helen Joseph Hospital
user1623@example.com,RK Khan Hospital,Tygerberg Hospital,Chris Hani Baragwanath Hospital,"Ngwelezana Hospital, Empangeni"
user1624@example.com,RK Khan Hospital,Themba Hospital,Mapulaneng Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1625@example.com,RK Khan Hospital,Witbank Hospital,SAMHS 1 Military Hospital,George Hospital
user1626@example.com,RK Khan Hospital,Kalafong Hospital,Mitchells Plain Hospital,New Somerset Hospital
user1627@example.com,RK Khan Hospital,Leratong Hospital,Kalafong Hospital,Chris Hani Baragwanath Hospital
user1628@example.com,RK Khan Hospital,Leratong Hospital,Nelson Mandela Academic Hospital,"Madadeni Hospital, New Castle"
user1629@example.com,RK Khan Hospital,Themba Hospital,Witbank Hospital,Robert Mangaliso Sobukwe Hospital
user1630@example.com,RK Khan Hospital,Worcester Hospital,Potchefstroom Hospital,Grey's Hospital
user1631@example.com,RK Khan Hospital,Leratong Hospital,Paarl Hospital,Nelson Mandela Academic Hospital
user1632@example.com,RK Khan Hospital,SAMHS 1 Military Hospital,Grey's Hospital,Chris Hani Baragwanath Hospital
user1633@example.com,RK Khan Hospital,Livingstone Hospital,Groote Schuur Hospital,Victoria Hospital
user1634@example.com,RK Khan Hospital,Ladysmith Hospital,Pelonomi Hospital,George Hospital
user1635@example.com,RK Khan Hospital,Nelson Mandela Academic Hospital,Potchefstroom Hospital,George Hospital
user1636@example.com,RK Khan Hospital,Rob Ferreira Hospital,Pelonomi Hospital,Sebokeng Hospital
user1637@example.com,RK Khan Hospital,Livingstone Hospital,General Justice Gizenga Mpanza Hospital,Leratong Hospital
user1638@example.com,RK Khan Hospital,St Rita's Hospital,George Hospital,Mankweng Hospital
user1639@example.com,RK Khan Hospital,Livingstone Hospital,Lebowakgomo Hospital,Port Shepstone Hospital
user1640@example.com,RK Khan Hospital,Dihlabeng Hospital,Mahikeng Provincial Hospital,Paarl Hospital
user1641@example.com,RK Khan Hospital,Grey's Hospital,Leratong Hospital,Helen Joseph Hospital
user1642@example.com,RK Khan Hospital,General Justice Gizenga Mpanza Hospital,St Rita's Hospital,Mokopane Hospital
user1643@example.com,RK Khan Hospital,Pietersburg Hospital,Livingstone Hospital,Themba Hospital
user1644@example.com,RK Khan Hospital,King Edward VIII Hospital,Witbank Hospital,Joe Morolong Memorial Hospital
user1645@example.com,RK Khan Hospital,Livingstone Hospital,George Hospital,Charlotte Maxeke Hospital
user1646@example.com,RK Khan Hospital,Prince Mshiyeni Memorial Hospital,Mokopane Hospital,Livingstone Hospital
user1647@example.com,RK Khan Hospital,Klerksdorp-Tshepong Tertiary Hospital,Grey's Hospital,Mapulaneng Hospital
user1648@example.com,RK Khan Hospital,Klerksdorp-Tshepong Tertiary Hospital,Livingstone Hospital,Frere Hospital
user1649@example.com,RK Khan Hospital,St Rita's Hospital,Rob Ferreira Hospital,Themba Hospital
user1650@example.com,RK Khan Hospital,Mankweng Hospital,Paarl Hospital,Nelson Mandela Academic Hospital
user1651@example.com,RK Khan Hospital,Grey's Hospital,Kalafong Hospital,Livingstone Hospital
user1652@example.com,RK Khan Hospital,Livingstone Hospital,Ladysmith Hospital,New Somerset Hospital
user1653@example.com,RK Khan Hospital,Tygerberg Hospital,Robert Mangaliso Sobukwe Hospital,Job Shimankana Tabane Hospital
user1654@example.com,RK Khan Hospital,Paarl Hospital,Robert Mangaliso Sobukwe Hospital,Livingstone Hospital
user1655@example.com,RK Khan Hospital,Victoria Hospital,St Rita's Hospital,Tshilidzine Hospital
user1656@example.com,RK Khan Hospital,Worcester Hospital,Leratong Hospital,Potchefstroom Hospital
user1657@example.com,RK Khan Hospital,Witbank Hospital,"Madadeni Hospital, New Castle",Dihlabeng Hospital
user1658@example.com,RK Khan Hospital,Paarl Hospital,Rob Ferreira Hospital,St Rita's Hospital
user1659@example.com,RK Khan Hospital,Tygerberg Hospital,Worcester Hospital,Job Shimankana Tabane Hospital
user1660@example.com,RK Khan Hospital,Grey's Hospital,Rob Ferreira Hospital,Livingstone Hospital
user1661@example.com,RK Khan Hospital,Paarl Hospital,Potchefstroom Hospital,Nelson Mandela Academic Hospital
user1662@example.com,RK Khan Hospital,General Justice Gizenga Mpanza Hospital,Dr George Mukhari Hospital,Job Shimankana Tabane Hospital
user1663@example.com,RK Khan Hospital,Letaba Hospital,Port Shepstone Hospital,"Ngwelezana Hospital, Empangeni"
user1664@example.com,RK Khan Hospital,Frere Hospital,Paarl Hospital,Pietersburg Hospital
user1665@example.com,RK Khan Hospital,Helen Joseph Hospital,Tygerberg Hospital,Grey's Hospital
user1666@example.com,RK Khan Hospital,Mokopane Hospital,Chris Hani Baragwanath Hospital,Khayelitsha Hospital
user1667@example.com,RK Khan Hospital,King Edward VIII Hospital,Mankweng Hospital,Robert Mangaliso Sobukwe Hospital
user1668@example.com,RK Khan Hospital,"Madadeni Hospital, New Castle",Tygerberg Hospital,New Somerset Hospital
user1669@example.com,RK Khan Hospital,Kalafong Hospital,Rob Ferreira Hospital,Pietersburg Hospital
user1670@example.com,RK Khan Hospital,Paarl Hospital,Mankweng Hospital,Livingstone Hospital
user1671@example.com,RK Khan Hospital,Joe Morolong Memorial Hospital,Nelson Mandela Academic Hospital,George Hospital
user1672@example.com,Rob Ferreira Hospital,General Justice Gizenga Mpanza Hospital,Grey's Hospital,George Hospital
user1673@example.com,Rob Ferreira Hospital,Themba Hospital,Mahikeng Provincial Hospital,Sebokeng Hospital
user1674@example.com,Rob Ferreira Hospital,Mofumahadi Manapo Mopeli Hospital,Worcester Hospital,Dihlabeng Hospital
user1675@example.com,Rob Ferreira Hospital,George Hospital,Worcester Hospital,Addington Hospital
user1676@example.com,Rob Ferreira Hospital,Livingstone Hospital,Klerksdorp-Tshepong Tertiary Hospital,New Somerset Hospital
user1677@example.com,Rob Ferreira Hospital,Robert Mangaliso Sobukwe Hospital,Mokopane Hospital,Frere Hospital
user1678@example.com,Rob Ferreira Hospital,Helen Joseph Hospital,Sebokeng Hospital,Addington Hospital
user1679@example.com,Rob Ferreira Hospital,Worcester Hospital,Robert Mangaliso Sobukwe Hospital,Nelson Mandela Academic Hospital
user1680@example.com,Rob Ferreira Hospital,St Rita's Hospital,George Hospital,Paarl Hospital
user1681@example.com,Rob Ferreira Hospital,King Edward VIII Hospital,Leratong Hospital,Ermelo Hospital
user1682@example.com,Rob Ferreira Hospital,Mitchells Plain Hospital,Frere Hospital,Grey's Hospital
user1683@example.com,Rob Ferreira Hospital,Leratong Hospital,Nelson Mandela Academic Hospital,Mahikeng Provincial Hospital
user1684@example.com,Rob Ferreira Hospital,Themba Hospital,Worcester Hospital,Frere Hospital
user1685@example.com,Rob Ferreira Hospital,Prince Mshiyeni Memorial Hospital,Paarl Hospital,Sebokeng Hospital
user1686@example.com,Rob Ferreira Hospital,Sebokeng Hospital,Ladysmith Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1687@example.com,Rob Ferreira Hospital,Mahikeng Provincial Hospital,Klerksdorp-Tshepong Tertiary Hospital,Paarl Hospital
user1688@example.com,Rob Ferreira Hospital,Frere Hospital,Tygerberg Hospital,Livingstone Hospital
user1689@example.com,Rob Ferreira Hospital,Thelle Mogoerane Regional Hospital,Themba Hospital,Mapulaneng Hospital
user1690@example.com,Rob Ferreira Hospital,Port Shepstone Hospital,Sebokeng Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1691@example.com,Rob Ferreira Hospital,Dr George Mukhari Hospital,Chris Hani Baragwanath Hospital,Victoria Hospital
user1692@example.com,Rob Ferreira Hospital,Tembisa Hospital,Lebowakgomo Hospital,Mitchells Plain Hospital
user1693@example.com,Rob Ferreira Hospital,Khayelitsha Hospital,Mahikeng Provincial Hospital,Mokopane Hospital
user1694@example.com,Rob Ferreira Hospital,Mankweng Hospital,General Justice Gizenga Mpanza Hospital,Witbank Hospital
user1695@example.com,Robert Mangaliso Sobukwe Hospital,Mahikeng Provincial Hospital,Frere Hospital,Kalafong Hospital
user1696@example.com,Robert Mangaliso Sobukwe Hospital,Mitchells Plain Hospital,Frere Hospital,George Hospital
user1697@example.com,Robert Mangaliso Sobukwe Hospital,Themba Hospital,Rob Ferreira Hospital,Mokopane Hospital
user1698@example.com,Robert Mangaliso Sobukwe Hospital,Tygerberg Hospital,Groote Schuur Hospital,Kalafong Hospital
user1699@example.com,Robert Mangaliso Sobukwe Hospital,Mofumahadi Manapo Mopeli Hospital,Nelson Mandela Academic Hospital,Pholosong Hospital
user1700@example.com,Robert Mangaliso Sobukwe Hospital,Leratong Hospital,Charlotte Maxeke Hospital,Livingstone Hospital
user1701@example.com,Robert Mangaliso Sobukwe Hospital,Kalafong Hospital,Themba Hospital,Leratong Hospital
user1702@example.com,Robert Mangaliso Sobukwe Hospital,Witbank Hospital,George Hospital,Paarl Hospital
user1703@example.com,Robert Mangaliso Sobukwe Hospital,Tygerberg Hospital,Far East Rand Hospital,Kalafong Hospital
user1704@example.com,Robert Mangaliso Sobukwe Hospital,Klerksdorp-Tshepong Tertiary Hospital,Prince Mshiyeni Memorial Hospital,Lebowakgomo Hospital
user1705@example.com,Robert Mangaliso Sobukwe Hospital,Job Shimankana Tabane Hospital,Kalafong Hospital,Witbank Hospital
user1706@example.com,Robert Mangaliso Sobukwe Hospital,Joe Morolong Memorial Hospital,Paarl Hospital,Chris Hani Baragwanath Hospital
user1707@example.com,Robert Mangaliso Sobukwe Hospital,Kalafong Hospital,Addington Hospital,Potchefstroom Hospital
user1708@example.com,Robert Mangaliso Sobukwe Hospital,Tygerberg Hospital,Leratong Hospital,Sebokeng Hospital
user1709@example.com,Robert Mangaliso Sobukwe Hospital,Rob Ferreira Hospital,Potchefstroom Hospital,Frere Hospital
user1710@example.com,Robert Mangaliso Sobukwe Hospital,Worcester Hospital,"Madadeni Hospital, New Castle",Sebokeng Hospital
user1711@example.com,Robert Mangaliso Sobukwe Hospital,"Ngwelezana Hospital, Empangeni",Job Shimankana Tabane Hospital,George Hospital
user1712@example.com,Robert Mangaliso Sobukwe Hospital,Grey's Hospital,Tembisa Hospital,Joe Morolong Memorial Hospital
user1713@example.com,Robert Mangaliso Sobukwe Hospital,Rob Ferreira Hospital,Port Shepstone Hospital,Potchefstroom Hospital
user1714@example.com,Robert Mangaliso Sobukwe Hospital,Sebokeng Hospital,"Ngwelezana Hospital, Empangeni",Helen Joseph Hospital
user1715@example.com,Robert Mangaliso Sobukwe Hospital,"Ngwelezana Hospital, Empangeni",George Hospital,Edenvale Hospital
user1716@example.com,Robert Mangaliso Sobukwe Hospital,Frere Hospital,"Madadeni Hospital, New Castle",Themba Hospital
user1717@example.com,Robert Mangaliso Sobukwe Hospital,Leratong Hospital,Worcester Hospital,Grey's Hospital
user1718@example.com,Robert Mangaliso Sobukwe Hospital,Sebokeng Hospital,Mahikeng Provincial Hospital,Livingstone Hospital
user1719@example.com,Robert Mangaliso Sobukwe Hospital,Frere Hospital,Sebokeng Hospital,Pelonomi Hospital
user1720@example.com,Robert Mangaliso Sobukwe Hospital,Sebokeng Hospital,Pietersburg Hospital,Grey's Hospital
user1721@example.com,Robert Mangaliso Sobukwe Hospital,Mapulaneng Hospital,Livingstone Hospital,Kalafong Hospital
user1722@example.com,Robert Mangaliso Sobukwe Hospital,Klerksdorp-Tshepong Tertiary Hospital,Rob Ferreira Hospital,Witbank Hospital
user1723@example.com,Robert Mangaliso Sobukwe Hospital,Grey's Hospital,Mankweng Hospital,"Ngwelezana Hospital, Empangeni"
user1724@example.com,Robert Mangaliso Sobukwe Hospital,General Justice Gizenga Mpanza Hospital,Witbank Hospital,"Madadeni Hospital, New Castle"
user1725@example.com,Robert Mangaliso Sobukwe Hospital,Leratong Hospital,Port Shepstone Hospital,Kalafong Hospital
user1726@example.com,Robert Mangaliso Sobukwe Hospital,Nelson Mandela Academic Hospital,Mahikeng Provincial Hospital,Port Shepstone Hospital
user1727@example.com,Robert Mangaliso Sobukwe Hospital,Dr George Mukhari Hospital,New Somerset Hospital,Sebokeng Hospital
user1728@example.com,Robert Mangaliso Sobukwe Hospital,"Madadeni Hospital, New Castle",Kalafong Hospital,Port Shepstone Hospital
user1729@example.com,Robert Mangaliso Sobukwe Hospital,Livingstone Hospital,Nelson Mandela Academic Hospital,Witbank Hospital
user1730@example.com,Robert Mangaliso Sobukwe Hospital,Paarl Hospital,Mapulaneng Hospital,Grey's Hospital
user1731@example.com,Robert Mangaliso Sobukwe Hospital,Lebowakgomo Hospital,George Hospital,Nelson Mandela Academic Hospital
user1732@example.com,Robert Mangaliso Sobukwe Hospital,General Justice Gizenga Mpanza Hospital,George Hospital,Potchefstroom Hospital
user1733@example.com,Robert Mangaliso Sobukwe Hospital,"Ngwelezana Hospital, Empangeni",Worcester Hospital,Grey's Hospital
user1734@example.com,Robert Mangaliso Sobukwe Hospital,Leratong Hospital,Khayelitsha Hospital,George Hospital
user1735@example.com,SAMHS 1 Military Hospital,Leratong Hospital,Tshilidzine Hospital,Mokopane Hospital
user1736@example.com,SAMHS 1 Military Hospital,Grey's Hospital,Kalafong Hospital,Pelonomi Hospital
user1737@example.com,SAMHS 1 Military Hospital,Livingstone Hospital,New Somerset Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1738@example.com,SAMHS 1 Military Hospital,Robert Mangaliso Sobukwe Hospital,Prince Mshiyeni Memorial Hospital,Potchefstroom Hospital
user1739@example.com,SAMHS 1 Military Hospital,Tygerberg Hospital,General Justice Gizenga Mpanza Hospital,New Somerset Hospital
user1740@example.com,SAMHS 1 Military Hospital,Groote Schuur Hospital,Rob Ferreira Hospital,Helen Joseph Hospital
user1741@example.com,SAMHS 1 Military Hospital,Mahikeng Provincial Hospital,Paarl Hospital,Karl Bremer Hospital
user1742@example.com,SAMHS 1 Military Hospital,Prince Mshiyeni Memorial Hospital,General Justice Gizenga Mpanza Hospital,Port Shepstone Hospital
user1743@example.com,SAMHS 1 Military Hospital,Charlotte Maxeke Hospital,"Ngwelezana Hospital, Empangeni",Port Shepstone Hospital
user1744@example.com,SAMHS 1 Military Hospital,Nelson Mandela Academic Hospital,Rob Ferreira Hospital,Groote Schuur Hospital
user1745@example.com,SAMHS 1 Military Hospital,Addington Hospital,Livingstone Hospital,General Justice Gizenga Mpanza Hospital
user1746@example.com,SAMHS 1 Military Hospital,Ladysmith Hospital,Leratong Hospital,Rob Ferreira Hospital
user1747@example.com,SAMHS 2 Military Hospital,Rob Ferreira Hospital,Dr George Mukhari Hospital,Port Shepstone Hospital
user1748@example.com,SAMHS 2 Military Hospital,Themba Hospital,Helen Joseph Hospital,Mokopane Hospital
user1749@example.com,SAMHS 2 Military Hospital,George Hospital,Mankweng Hospital,Ladysmith Hospital
user1750@example.com,SAMHS 2 Military Hospital,Joe Morolong Memorial Hospital,Livingstone Hospital,Tygerberg Hospital
user1751@example.com,SAMHS 2 Military Hospital,Robert Mangaliso Sobukwe Hospital,"Madadeni Hospital, New Castle",Letaba Hospital
user1752@example.com,SAMHS 2 Military Hospital,Klerksdorp-Tshepong Tertiary Hospital,Robert Mangaliso Sobukwe Hospital,Mahikeng Provincial Hospital
user1753@example.com,SAMHS 2 Military Hospital,Frere Hospital,Kalafong Hospital,Port Shepstone Hospital
user1754@example.com,SAMHS 2 Military Hospital,George Hospital,Themba Hospital,Port Shepstone Hospital
user1755@example.com,Sebokeng Hospital,Far East Rand Hospital,Nelson Mandela Academic Hospital,Tembisa Hospital
user1756@example.com,Sebokeng Hospital,Nelson Mandela Academic Hospital,Grey's Hospital,"Madadeni Hospital, New Castle"
user1757@example.com,Sebokeng Hospital,Paarl Hospital,Mitchells Plain Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1758@example.com,Sebokeng Hospital,King Edward VIII Hospital,Klerksdorp-Tshepong Tertiary Hospital,Themba Hospital
user1759@example.com,Sebokeng Hospital,Pietersburg Hospital,Port Shepstone Hospital,Cofimvaba Hospital
user1760@example.com,Sebokeng Hospital,Livingstone Hospital,Cofimvaba Hospital,Kalafong Hospital
user1761@example.com,Sebokeng Hospital,King Edward VIII Hospital,Frere Hospital,Potchefstroom Hospital
user1762@example.com,Sebokeng Hospital,Mokopane Hospital,Klerksdorp-Tshepong Tertiary Hospital,Potchefstroom Hospital
user1763@example.com,Sebokeng Hospital,Kalafong Hospital,Grey's Hospital,Rob Ferreira Hospital
user1764@example.com,Sebokeng Hospital,"Ngwelezana Hospital, Empangeni",Leratong Hospital,Livingstone Hospital
user1765@example.com,Sebokeng Hospital,General Justice Gizenga Mpanza Hospital,Rob Ferreira Hospital,Witbank Hospital
user1766@example.com,Sebokeng Hospital,Pelonomi Hospital,Leratong Hospital,Rob Ferreira Hospital
user1767@example.com,Sebokeng Hospital,Port Shepstone Hospital,SAMHS 1 Military Hospital,Witbank Hospital
user1768@example.com,Sebokeng Hospital,Boitumelo Hospital,Mankweng Hospital,Robert Mangaliso Sobukwe Hospital
user1769@example.com,Sebokeng Hospital,Livingstone Hospital,Leratong Hospital,Worcester Hospital
user1770@example.com,Sebokeng Hospital,Livingstone Hospital,Leratong Hospital,Paarl Hospital
user1771@example.com,Sebokeng Hospital,Livingstone Hospital,Grey's Hospital,Groote Schuur Hospital
user1772@example.com,Sebokeng Hospital,Prince Mshiyeni Memorial Hospital,Mokopane Hospital,Paarl Hospital
user1773@example.com,St Rita's Hospital,Paarl Hospital,"Madadeni Hospital, New Castle",Grey's Hospital
user1774@example.com,St Rita's Hospital,Frere Hospital,George Hospital,Tambo Memorial Hospital
user1775@example.com,St Rita's Hospital,Letaba Hospital,Nelson Mandela Academic Hospital,Themba Hospital
user1776@example.com,St Rita's Hospital,Witbank Hospital,General Justice Gizenga Mpanza Hospital,New Somerset Hospital
user1777@example.com,St Rita's Hospital,Themba Hospital,Frere Hospital,Mahikeng Provincial Hospital
user1778@example.com,St Rita's Hospital,Mahikeng Provincial Hospital,Frere Hospital,Nelson Mandela Academic Hospital
user1779@example.com,St Rita's Hospital,Port Shepstone Hospital,Paarl Hospital,Edenvale Hospital
user1780@example.com,St Rita's Hospital,General Justice Gizenga Mpanza Hospital,Pelonomi Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1781@example.com,St Rita's Hospital,Potchefstroom Hospital,Frere Hospital,Job Shimankana Tabane Hospital
user1782@example.com,St Rita's Hospital,Mitchells Plain Hospital,Nelson Mandela Academic Hospital,Pietersburg Hospital
user1783@example.com,St Rita's Hospital,Robert Mangaliso Sobukwe Hospital,Victoria Hospital,Dr George Mukhari Hospital
user1784@example.com,St Rita's Hospital,General Justice Gizenga Mpanza Hospital,Potchefstroom Hospital,Grey's Hospital
user1785@example.com,Steve Biko Academic Hospital,Livingstone Hospital,Ermelo Hospital,King Edward VIII Hospital
user1786@example.com,Steve Biko Academic Hospital,Worcester Hospital,Frere Hospital,General Justice Gizenga Mpanza Hospital
user1787@example.com,Steve Biko Academic Hospital,Nelson Mandela Academic Hospital,Prince Mshiyeni Memorial Hospital,Grey's Hospital
user1788@example.com,Steve Biko Academic Hospital,Frere Hospital,Paarl Hospital,Lebowakgomo Hospital
user1789@example.com,Steve Biko Academic Hospital,SAMHS 1 Military Hospital,Mokopane Hospital,Grey's Hospital
user1790@example.com,Steve Biko Academic Hospital,Tambo Memorial Hospital,Paarl Hospital,Grey's Hospital
user1791@example.com,Steve Biko Academic Hospital,Port Shepstone Hospital,Tambo Memorial Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1792@example.com,Steve Biko Academic Hospital,"Madadeni Hospital, New Castle",Leratong Hospital,Port Shepstone Hospital
user1793@example.com,Steve Biko Academic Hospital,SAMHS 2 Military Hospital,Lebowakgomo Hospital,New Somerset Hospital
user1794@example.com,Steve Biko Academic Hospital,Rob Ferreira Hospital,Livingstone Hospital,Victoria Hospital
user1795@example.com,Steve Biko Academic Hospital,Rob Ferreira Hospital,Grey's Hospital,Mokopane Hospital
user1796@example.com,Steve Biko Academic Hospital,Grey's Hospital,"Madadeni Hospital, New Castle",Lebowakgomo Hospital
user1797@example.com,Steve Biko Academic Hospital,Pelonomi Hospital,Paarl Hospital,Ermelo Hospital
user1798@example.com,Steve Biko Academic Hospital,Witbank Hospital,Prince Mshiyeni Memorial Hospital,Kalafong Hospital
user1799@example.com,Steve Biko Academic Hospital,George Hospital,Leratong Hospital,Addington Hospital
user1800@example.com,Steve Biko Academic Hospital,Tshilidzine Hospital,Mokopane Hospital,Robert Mangaliso Sobukwe Hospital
user1801@example.com,Steve Biko Academic Hospital,Tambo Memorial Hospital,Rob Ferreira Hospital,Witbank Hospital
user1802@example.com,Steve Biko Academic Hospital,Helen Joseph Hospital,Tambo Memorial Hospital,Themba Hospital
user1803@example.com,Steve Biko Academic Hospital,Pelonomi Hospital,Sebokeng Hospital,Tygerberg Hospital
user1804@example.com,Steve Biko Academic Hospital,New Somerset Hospital,Leratong Hospital,"Ngwelezana Hospital, Empangeni"
user1805@example.com,Steve Biko Academic Hospital,Themba Hospital,Frere Hospital,Port Shepstone Hospital
user1806@example.com,Steve Biko Academic Hospital,Robert Mangaliso Sobukwe Hospital,Kalafong Hospital,Mankweng Hospital
user1807@example.com,Steve Biko Academic Hospital,Pholosong Hospital,Robert Mangaliso Sobukwe Hospital,Tambo Memorial Hospital
user1808@example.com,Steve Biko Academic Hospital,Rob Ferreira Hospital,Frere Hospital,Leratong Hospital
user1809@example.com,Steve Biko Academic Hospital,Grey's Hospital,Frere Hospital,Mitchells Plain Hospital
user1810@example.com,Steve Biko Academic Hospital,Potchefstroom Hospital,Kalafong Hospital,Rob Ferreira Hospital
user1811@example.com,Steve Biko Academic Hospital,George Hospital,SAMHS 1 Military Hospital,Tambo Memorial Hospital
user1812@example.com,Steve Biko Academic Hospital,Frere Hospital,Helen Joseph Hospital,"Madadeni Hospital, New Castle"
user1813@example.com,Steve Biko Academic Hospital,Joe Morolong Memorial Hospital,Rob Ferreira Hospital,Frere Hospital
user1814@example.com,Steve Biko Academic Hospital,Livingstone Hospital,Leratong Hospital,Dr George Mukhari Hospital
user1815@example.com,Steve Biko Academic Hospital,Frere Hospital,Port Shepstone Hospital,Livingstone Hospital
user1816@example.com,Steve Biko Academic Hospital,Witbank Hospital,Paarl Hospital,Tambo Memorial Hospital
user1817@example.com,Steve Biko Academic Hospital,Livingstone Hospital,Mankweng Hospital,Frere Hospital
user1818@example.com,Steve Biko Academic Hospital,Port Shepstone Hospital,"Ngwelezana Hospital, Empangeni",Themba Hospital
user1819@example.com,Steve Biko Academic Hospital,Leratong Hospital,Grey's Hospital,Helen Joseph Hospital
user1820@example.com,Steve Biko Academic Hospital,Kalafong Hospital,King Edward VIII Hospital,Pietersburg Hospital
user1821@example.com,Steve Biko Academic Hospital,Chris Hani Baragwanath Hospital,Frere Hospital,Paarl Hospital
user1822@example.com,Steve Biko Academic Hospital,Chris Hani Baragwanath Hospital,Livingstone Hospital,Pietersburg Hospital
user1823@example.com,Steve Biko Academic Hospital,Joe Morolong Memorial Hospital,Kalafong Hospital,Ladysmith Hospital
user1824@example.com,Steve Biko Academic Hospital,SAMHS 1 Military Hospital,Sebokeng Hospital,Themba Hospital
user1825@example.com,Steve Biko Academic Hospital,Klerksdorp-Tshepong Tertiary Hospital,Port Shepstone Hospital,Rob Ferreira Hospital
user1826@example.com,Steve Biko Academic Hospital,Nelson Mandela Academic Hospital,General Justice Gizenga Mpanza Hospital,Thelle Mogoerane Regional Hospital
user1827@example.com,Tambo Memorial Hospital,Leratong Hospital,Rob Ferreira Hospital,Livingstone Hospital
user1828@example.com,Tambo Memorial Hospital,Witbank Hospital,Grey's Hospital,Steve Biko Academic Hospital
user1829@example.com,Tambo Memorial Hospital,Livingstone Hospital,Klerksdorp-Tshepong Tertiary Hospital,Tembisa Hospital
user1830@example.com,Tambo Memorial Hospital,Paarl Hospital,Rob Ferreira Hospital,Themba Hospital
user1831@example.com,Tambo Memorial Hospital,Ladysmith Hospital,Paarl Hospital,Tembisa Hospital
user1832@example.com,Tambo Memorial Hospital,George Hospital,Mahikeng Provincial Hospital,"Ngwelezana Hospital, Empangeni"
user1833@example.com,Tambo Memorial Hospital,Robert Mangaliso Sobukwe Hospital,Pelonomi Hospital,Mahikeng Provincial Hospital
user1834@example.com,Tambo Memorial Hospital,Paarl Hospital,Letaba Hospital,Helen Joseph Hospital
user1835@example.com,Tambo Memorial Hospital,Leratong Hospital,Pelonomi Hospital,Port Shepstone Hospital
user1836@example.com,Tambo Memorial Hospital,Worcester Hospital,Groote Schuur Hospital,Rob Ferreira Hospital
user1837@example.com,Tambo Memorial Hospital,Sebokeng Hospital,Kalafong Hospital,Rob Ferreira Hospital
user1838@example.com,Tambo Memorial Hospital,Port Shepstone Hospital,Grey's Hospital,Paarl Hospital
user1839@example.com,Tambo Memorial Hospital,Rob Ferreira Hospital,Joe Morolong Memorial Hospital,George Hospital
user1840@example.com,Tambo Memorial Hospital,Klerksdorp-Tshepong Tertiary Hospital,Paarl Hospital,Sebokeng Hospital
user1841@example.com,Tambo Memorial Hospital,Frere Hospital,Leratong Hospital,Dihlabeng Hospital
